Test;M;K;N;Type;GFLOPS;Time;Iterations;Correct
Square;97;97;97;TillJIT-04.06.;0.564620;2832;876;1
Square;98;98;98;TillJIT-04.06.;0.522099;3061;849;1
Square;99;99;99;TillJIT-04.06.;0.557161;2870;824;1
Square;100;100;100;TillJIT-04.06.;0.493980;3239;800;1
Square;101;101;101;TillJIT-04.06.;0.541309;2954;776;1
Square;102;102;102;TillJIT-04.06.;0.544896;2933;753;1
Square;103;103;103;TillJIT-04.06.;0.483163;3311;732;1
Square;104;104;104;TillJIT-04.06.;0.524789;3048;711;1
Square;105;105;105;TillJIT-04.06.;0.427650;3741;691;1
Square;106;106;106;TillJIT-04.06.;0.446465;3580;671;1
Square;107;107;107;TillJIT-04.06.;0.499971;3200;653;1
Square;108;108;108;TillJIT-04.06.;0.436994;3661;635;1
Square;109;109;109;TillJIT-04.06.;0.465908;3430;617;1
Square;110;110;110;TillJIT-04.06.;0.481017;3326;601;1
Square;111;111;111;TillJIT-04.06.;0.435257;3670;584;1
Square;112;112;112;TillJIT-04.06.;0.469823;3403;569;1
Square;113;113;113;TillJIT-04.06.;0.454314;3519;554;1
Square;114;114;114;TillJIT-04.06.;0.352717;4528;539;1
Square;115;115;115;TillJIT-04.06.;0.453247;3530;526;1
Square;116;116;116;TillJIT-04.06.;0.416131;3841;512;1
Square;117;117;117;TillJIT-04.06.;0.366692;4359;499;1
Square;118;118;118;TillJIT-04.06.;0.445102;3588;486;1
Square;119;119;119;TillJIT-04.06.;0.432115;3697;474;1
Square;120;120;120;TillJIT-04.06.;0.439129;3636;462;1
Square;121;121;121;TillJIT-04.06.;0.366418;4361;451;1
Square;122;122;122;TillJIT-04.06.;0.407743;3919;440;1
Square;123;123;123;TillJIT-04.06.;0.372000;4292;429;1
Square;124;124;124;TillJIT-04.06.;0.442590;3610;419;1
Square;125;125;125;TillJIT-04.06.;0.404061;3954;409;1
Square;126;126;126;TillJIT-04.06.;0.399275;3998;399;1
Square;127;127;127;TillJIT-04.06.;0.413280;3866;390;1
Square;128;128;128;TillJIT-04.06.;0.456189;3503;381;1
Square;129;129;129;TillJIT-04.06.;0.409627;3899;372;1
Square;130;130;130;TillJIT-04.06.;0.386799;4135;364;1
Square;131;131;131;TillJIT-04.06.;0.403576;3955;355;1
Square;132;132;132;TillJIT-04.06.;0.433980;3678;347;1
Square;133;133;133;TillJIT-04.06.;0.372652;4293;340;1
Square;134;134;134;TillJIT-04.06.;0.392255;4073;332;1
Square;135;135;135;TillJIT-04.06.;0.387132;4131;325;1
Square;136;136;136;TillJIT-04.06.;0.399658;4003;318;1
Square;137;137;137;TillJIT-04.06.;0.331272;4828;311;1
Square;138;138;138;TillJIT-04.06.;0.405962;3936;304;1
Square;139;139;139;TillJIT-04.06.;0.368080;4334;297;1
Square;140;140;140;TillJIT-04.06.;0.418394;3817;291;1
Square;141;141;141;TillJIT-04.06.;0.402883;3966;285;1
Square;142;142;142;TillJIT-04.06.;0.375579;4254;279;1
Square;143;143;143;TillJIT-04.06.;0.327310;4878;273;1
Square;144;144;144;TillJIT-04.06.;0.393708;4050;267;1
Square;145;145;145;TillJIT-04.06.;0.368168;4339;262;1
Square;146;146;146;TillJIT-04.06.;0.375238;4263;257;1
